1,4
2,8
3,12
4,18
5,20
6,24
7,28
8,32
9,36
10,40
11,44
12,48
13,52
14,58
15,62
16,64
17,68
18,72
19,76
20,80
21,86
22,88
23,94
24,96
25,100
26,106
27,108
28,112
29,118
30,122
31,126
32,130
33,134
34,138
35,140
36,146
37,148
38,152
39,156
40,160
41,164
42,170
43,172
44,178
45,182
46,186
47,190
48,194
49,198
50,202
51,204
52,210
53,214
54,218
55,222
56,226
57,228
58,234
59,236
60,240
61,244
62,250
63,252
64,256
65,262
66,264
67,268
68,274
69,278
70,282
71,286
72,290
73,292
74,296
75,300
76,304
77,308
78,314
79,316
80,322
81,326
82,330
83,334
84,338
85,340
86,344
87,348
88,352
89,358
90,360
91,366
92,368
93,372
94,376
95,380
96,384
97,388
98,392
99,398
100,402
101,404
102,408
103,412
104,418
105,422
106,426
107,430
108,434
109,436
110,440
111,446
112,448
113,454
114,458
115,460
116,464
117,470
118,472
119,476
120,480
121,486
122,488
123,492
124,498
125,502
126,504
127,510
128,512
129,516
130,520
131,524
132,530
133,534
134,538
135,542
136,546
137,548
138,552
139,558
140,560
141,566
142,570
143,574
144,576
145,580
146,584
147,588
148,594
149,598
150,602
151,604
152,608
153,612
154,616
155,620
156,626
157,628
158,634
159,636
160,642
161,644
162,650
163,652
164,658
165,660
166,664
167,668
168,674
169,676
170,682
171,684
172,688
173,692
174,696
175,702
176,704
177,710
178,712
179,716
180,722
181,726
182,730
183,732
184,736
185,740
186,744
187,750
188,752
189,758
190,760
191,766
192,770
193,774
194,776
195,780
196,784
197,790
198,792
199,796
200,802
201,804
202,810
203,814
204,818
205,822
206,824
207,830
208,834
209,836
210,842
211,846
212,850
213,854
214,858
215,862
216,866
217,868
218,874
219,876
220,882
221,884
222,888
223,892
224,896
225,900
226,904
227,910
228,914
229,918
230,922
231,926
232,930
233,932
234,938
235,940
236,946
237,948
238,952
239,956
240,962
241,964
242,968
243,972
244,976
245,980
246,984
247,990
248,992
249,996
250,1002
251,1004
252,1008
253,1012
254,1016
255,1022
256,1024
257,1030
258,1034
259,1038
260,1042
261,1044
262,1050
263,1052
264,1056
265,1060
266,1066
267,1070
268,1074
269,1078
270,1080
271,1084
272,1090
273,1092
274,1096
275,1100
276,1104
277,1110
278,1112
279,1116
280,1122
281,1126
282,1130
283,1134
284,1138
285,1142
286,1146
287,1150
288,1152
289,1156
290,1160
291,1166
292,1170
293,1172
294,1176
295,1182
296,1184
297,1188
298,1194
299,1198
300,1202
301,1206
302,1208
303,1214
304,1218
305,1220
306,1224
307,1230
308,1234
309,1238
310,1240
311,1244
312,1248
313,1254
314,1256
315,1262
316,1264
317,1268
318,1272
319,1278
320,1280
321,1286
322,1288
323,1294
324,1298
325,1302
326,1306
327,1308
328,1314
329,1318
330,1322
331,1326
332,1328
333,1334
334,1338
335,1340
336,1346
337,1350
338,1354
339,1356
340,1360
341,1364
342,1368
343,1372
344,1378
345,1380
346,1384
347,1390
348,1392
349,1398
350,1400
351,1404
352,1410
353,1412
354,1416
355,1422
356,1426
357,1430
358,1432
359,1436
360,1442
361,1444
362,1448
363,1454
364,1458
365,1462
366,1464
367,1470
368,1474
369,1478
370,1480
371,1484
372,1488
373,1494
374,1496
375,1502
376,1504
377,1510
378,1512
379,1518
380,1520
381,1526
382,1530
383,1532
384,1536
385,1540
386,1546
387,1548
388,1552
389,1556
390,1560
391,1564
392,1568
393,1572
394,1576
395,1580
396,1586
397,1588
398,1594
399,1596
400,1600
401,1604
402,1608
403,1612
404,1616
405,1620
406,1624
407,1630
408,1632
409,1638
410,1642
411,1646
412,1650
413,1654
414,1658
415,1662
416,1664
417,1668
418,1674
419,1676
420,1682
421,1684
422,1688
423,1692
424,1696
425,1700
426,1706
427,1708
428,1712
429,1716
430,1720
431,1726
432,1730
433,1734
434,1736
435,1742
436,1744
437,1748
438,1754
439,1756
440,1762
441,1764
442,1770
443,1772
444,1778
445,1780
446,1784
447,1790
448,1792
449,1796
450,1802
451,1806
452,1810
453,1812
454,1818
455,1820
456,1826
457,1828
458,1832
459,1836
460,1842
461,1844
462,1848
463,1854
464,1858
465,1862
466,1864
467,1870
468,1874
469,1878
470,1882
471,1884
472,1890
473,1892
474,1896
475,1900
476,1906
477,1908
478,1912
479,1916
480,1920
481,1926
482,1930
483,1934
484,1936
485,1942
486,1946
487,1948
488,1952
489,1958
490,1962
491,1964
492,1968
493,1972
494,1978
495,1980
496,1984
497,1988
498,1992
499,1998
500,2002
501,2004
502,2008
503,2012
504,2018
505,2020
506,2024
507,2028
508,2032
509,2036
510,2042
511,2044
512,2048
513,2052
514,2056
515,2060
516,2064
517,2068
518,2072
519,2076
520,2080
521,2086
522,2088
523,2092
524,2096
525,2100
526,2104
527,2108
528,2114
529,2118
530,2120
531,2126
532,2128
533,2134
534,2138
535,2142
536,2146
537,2150
538,2154
539,2158
540,2160
541,2164
542,2168
543,2172
544,2176
545,2182
546,2184
547,2188
548,2192
549,2198
550,2202
551,2204
552,2208
553,2212
554,2216
555,2222
556,2224
557,2228
558,2234
559,2238
560,2240
561,2246
562,2250
563,2252
564,2256
565,2260
566,2264
567,2268
568,2274
569,2278
570,2280
571,2284
572,2288
573,2292
574,2298
575,2302
576,2304
577,2310
578,2314
579,2318
580,2322
581,2326
582,2330
583,2334
584,2338
585,2342
586,2346
587,2350
588,2354
589,2358
590,2362
591,2366
592,2370
593,2372
594,2378
595,2382
596,2386
597,2388
598,2392
599,2398
600,2402
601,2406
602,2410
603,2412
604,2418
605,2422
606,2426
607,2430
608,2434
609,2438
610,2442
611,2444
612,2450
613,2454
614,2458
615,2460
616,2466
617,2470
618,2472
619,2476
620,2480
621,2486
622,2490
623,2494
624,2496
625,2502
626,2506
627,2510
628,2514
629,2516
630,2522
631,2524
632,2528
633,2532
634,2536
635,2540
636,2546
637,2548
638,2552
639,2556
640,2562
641,2564
642,2568
643,2574
644,2578
645,2580
646,2584
647,2590
648,2594
649,2598
650,2602
651,2606
652,2608
653,2612
654,2616
655,2622
656,2626
657,2628
658,2634
659,2636
